tbl	org	ext_lev	int_lev	parent	type	seq	lev1	lev2	lev3	lev4	lev5	lev6	lev7	lev8	lev9	lev10
01	WAFS000006	4	4	WAFS	N	1073	CITY	WA	WAFS	WAFS000006						
01	WAFS000007	4	4	WAFS	N	1074	CITY	WA	WAFS	WAFS000007						
01	WAFS000008	4	4	WAFS	N	1075	CITY	WA	WAFS	WAFS000008						
01	WAHP	3	3	WA	C	1076	CITY	WA	WAHP							
01	WAHP000001	4	4	WAHP	N	1077	CITY	WA	WAHP	WAHP000001						
01	WAHP000002	4	4	WAHP	N	1078	CITY	WA	WAHP	WAHP000002						
01	WAMC	3	3	WA	C	1079	CITY	WA	WAMC							
01	WAMC000001	4	4	WAMC	N	1080	CITY	WA	WAMC	WAMC000001						
01	WAMC000002	4	4	WAMC	N	1081	CITY	WA	WAMC	WAMC000002						
01	WAMC000003	4	4	WAMC	N	1082	CITY	WA	WAMC	WAMC000003						
01	WAMC000004	4	4	WAMC	N	1083	CITY	WA	WAMC	WAMC000004						
01	WAMC000005	4	4	WAMC	N	1084	CITY	WA	WAMC	WAMC000005						
01	WAMC000006	4	4	WAMC	N	1085	CITY	WA	WAMC	WAMC000006						
01	WAMC000007	4	4	WAMC	N	1086	CITY	WA	WAMC	WAMC000007						
01	WAMC000008	4	4	WAMC	N	1087	CITY	WA	WAMC	WAMC000008						
01	WAMC000009	4	4	WAMC	N	1088	CITY	WA	WAMC	WAMC000009						
01	WAMC000010	4	4	WAMC	N	1089	CITY	WA	WAMC	WAMC000010						
01	WAMC000011	4	4	WAMC	N	1090	CITY	WA	WAMC	WAMC000011						
01	WAMC000012	4	4	WAMC	N	1091	CITY	WA	WAMC	WAMC000012						
01	WAMC000013	4	4	WAMC	N	1092	CITY	WA	WAMC	WAMC000013						
01	WAMC000014	4	4	WAMC	N	1093	CITY	WA	WAMC	WAMC000014						
01	WAMC000015	4	4	WAMC	N	1094	CITY	WA	WAMC	WAMC000015						
01	WAMC000016	4	4	WAMC	N	1095	CITY	WA	WAMC	WAMC000016						
01	WAMC000017	4	4	WAMC	N	1096	CITY	WA	WAMC	WAMC000017						
01	WAMC000018	4	4	WAMC	N	1097	CITY	WA	WAMC	WAMC000018						
01	WAMC000019	4	4	WAMC	N	1098	CITY	WA	WAMC	WAMC000019						
01	WAMC000020	4	4	WAMC	N	1099	CITY	WA	WAMC	WAMC000020						
01	WAMC000021	4	4	WAMC	N	1100	CITY	WA	WAMC	WAMC000021						
01	WAMC000022	4	4	WAMC	N	1101	CITY	WA	WAMC	WAMC000022						
01	WAOP	3	3	WA	C	1102	CITY	WA	WAOP							
01	WAOP000001	4	4	WAOP	N	1103	CITY	WA	WAOP	WAOP000001						
01	WAOP000002	4	4	WAOP	N	1104	CITY	WA	WAOP	WAOP000002						
01	WAOP000003	4	4	WAOP	N	1105	CITY	WA	WAOP	WAOP000003						
01	WAOP000004	4	4	WAOP	N	1106	CITY	WA	WAOP	WAOP000004						
01	WAOP000005	4	4	WAOP	N	1107	CITY	WA	WAOP	WAOP000005						
01	WAOP000006	4	4	WAOP	N	1108	CITY	WA	WAOP	WAOP000006						
01	WAOP000010	4	4	WAOP	N	1109	CITY	WA	WAOP	WAOP000010						
01	WAOP000011	4	4	WAOP	N	1110	CITY	WA	WAOP	WAOP000011						
01	WAOP000012	4	4	WAOP	N	1111	CITY	WA	WAOP	WAOP000012						
01	WAOP000013	4	4	WAOP	N	1112	CITY	WA	WAOP	WAOP000013						
01	WAOP000014	4	4	WAOP	N	1113	CITY	WA	WAOP	WAOP000014						
01	WAOP000015	4	4	WAOP	N	1114	CITY	WA	WAOP	WAOP000015						
01	WAOP000016	4	4	WAOP	N	1115	CITY	WA	WAOP	WAOP000016						
01	WAOP000017	4	4	WAOP	N	1116	CITY	WA	WAOP	WAOP000017						
01	WAOP000018	4	4	WAOP	N	1117	CITY	WA	WAOP	WAOP000018						
01	WAOP000019	4	4	WAOP	N	1118	CITY	WA	WAOP	WAOP000019						
01	WARP	3	3	WA	C	1119	CITY	WA	WARP							
01	WARP000001	4	4	WARP	N	1120	CITY	WA	WARP	WARP000001						
01	WARP000002	4	4	WARP	N	1121	CITY	WA	WARP	WARP000002						
01	WARP000003	4	4	WARP	N	1122	CITY	WA	WARP	WARP000003						
01	WARP000004	4	4	WARP	N	1123	CITY	WA	WARP	WARP000004						
01	WARP000005	4	4	WARP	N	1124	CITY	WA	WARP	WARP000005						
01	WARP000006	4	4	WARP	N	1125	CITY	WA	WARP	WARP000006						
01	WARP000007	4	4	WARP	N	1126	CITY	WA	WARP	WARP000007						
01	XX	2	2	CITY	C	1130	CITY	XX								
01	ZD	2	2	CITY	C	1127	CITY	ZD								
01	ZDFS	3	3	ZD	C	1128	CITY	ZD	ZDFS							
01	ZDFS000001	4	4	ZDFS	N	1129	CITY	ZD	ZDFS	ZDFS000001						
01	AT	2	2	CITY	C	2	CITY	AT								
